id,trigger,conditions,script,text,options,notes
MPC_IAIICTTBMDeliverPirateOptionAskAboutBM,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionAskAboutBM","RemoveOption MPC_IAIICTTBMDeliverPirateOptionAskAboutBM
$global.MPC_discoveredBMAntics = true

MPC_IAIICTriTachCMD incrementEvidence","He tilts his head. ""Really? You didn't know? Yes, $personFirstName helped a vile criminal create a full profile on many of our luddic faithful."" He sighs. ""Up until recently, they spent much of their time travelling between faithful colonies and exploiting the impressionable with ""personality quizzes"". He brings his hand to his forehead, suppressing a groan. ""The amount of us that fell for that...""",,
MPC_IAIICTTBMDeliverPirateOptionNo,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionNo","RemoveOption MPC_IAIICTTBMDeliverPirateOptionNo

AdjustRep luddic_church SUSPICIOUS -2
AdjustRepPerson MPC_arrestingKnightOfficer SUSPICIOUS -2
","His smile fades, the hint of genuinity vanishing along with it. ""Captain... I don't believe that's an option."" He frowns darkly, flicking his fingers towards you. The soldiers follow suit with their weapons. ""Give $himOrHer to us, Captain. Ludd wills it.""",,
MPC_IAIICTTBMDeliverPirateHandOver,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateHandOver","$global.MPC_handedOverPirate = true
MPC_IAIICTriTachCMD handOverPirate","""N-no Captain, you can't let them do this to me! T-they'll do things to me! Please!"" $HeOrShe stammers, as a pair of soliders grab $himOrHer by the shoulder. Kelk holds up a hand, walking past the squirming $personFirstName to meet you. ""All we'll do is ensure $heOrShe faces the consequences for $hisOrHer crimes. We're not like those corporates $heOrShe is so scared about."" He smiles.

""Thanks to your..."" $heOrShe gestures widely. ""...cooperation, we'll forget everything that happened here. Understand, Captain?""","MPC_IAIICTTBMDeliverPirateHandOverUnderstand:""I understand.""",
MPC_IAIICTTBMDeliverPirateHandOverUnderstand,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateHandOverUnderstand","SetTextHighlights ""blackmailer"" ""Jennifer Khalidra""","He smiles, and turns to depart with his soldiers. ""See, Captain? Not everything has to be resolved with bloodshed."" You shoot one last glance to $personName before boarding your shuttle, assuring your pilot that you won't be bothered on the way back to the fleet.

On the way to your $shipOrFleet, you ruminate over what occurred on Gilead's surface.
Despite losing your best shot at learning about the IAIIC, you did learn a few things.
Firstly, the subject of interest is a blackmailer. Apparantly, they constructed a file on luddic faithful via ""personality tests"". How that was enough to generate a profile boggles your mind, but it should be helpful.","MPC_IAIICTBMDeliverPirateReturnToOrbit:Return to your $shipOrFleet",
MPC_IAIICTTBMDeliverPirateOptionTalkOut,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateOptionTalkOut",,"You know this type. Virtuous, kind, but with a diehard dedication to justice. You can tell by the way he speaks.","0:MPC_IAIICTTBMDeliverPirateSpecialWhatDo:""Officer. What did $personName do? Them, specifically?""",
MPC_IAIICTTBMDeliverPirateSpecialWhatDo,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateSpecialWhatDo","SetTextHighlights ""accomplice""","His head cranes. ""Hm? What did $heOrShe do? Well-"" he thinks. ""$HeOrShe assisted the blackmailer. They're an accomplice, Captain."" His tone begins to slightly grate.","MPC_IAIICTTBMDeliverPirateSpecialVictim:""Accomplice, or victim?""",
MPC_IAIICTTBMDeliverPirateSpecialVictim,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateSpecialVictim",,"He stops. ""Victim...? Just what are you getting at, captain...?""

You go on to explain how, just like all the hapless faithful, this poor young $manOrWoman has been led astray. $HeOrShe joins your lecture, shrinking to make $himOrHerself less noticeable - playing the role. This blackmailer - this master manipulator - is able of corrupting minds beyond what is reasonable. 

He stares stiffly, brow furrowed, hands folded. He takes a moment to stare at the now shrivelled $personFirstName, and takes a sharp breath. ""..$heOrShe... $hisOrHer role was... rather subdued, I suppose... mere logistical support - transport."" $HeOrShe frowns, turning back to you. ""Still! 52:32! T-""","MPC_IAIICTTBMDeliverPirateSpecialLecture:""'The wicked hand that defiled Ludd's skin withered and died.' But are you not forgetting the verse afterwards, Knight-Commander?""",
MPC_IAIICTTBMDeliverPirateSpecialLecture,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateSpecialLecture",,"He staggers back, mouth agape mid-gasp. Breaking out of his stupor a moment later, he scrambles to find his copy of the Book of Ludd and flip through it. 
As he finds the verse, his eyelids collapse, and he slaps it closed, sighing. ""...I see your point.""

""'And yet, Ludd graced his hand on the child's cheek, and it was filled with color, life, and laughter.'"" He chuckles - amused by the turn of the situation? Your wit? ""...are you sure this individual will not re-offend? Even in scripture, Ludd practiced punishment before forgiveness.""

He coughs. ""At least in this passage.""","MPC_IAIICTTBMDeliverPirateSpecialForgive:""Look upon this soul. You yourself said the offense was relatively minor. Do you really believe $heOrShe will reoffend?""",
MPC_IAIICTTBMDeliverPirateSpecialForgive,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateSpecialForgive","AdjustRep luddic_church SUSPICIOUS -5","He laughs, shaking his head. ""Oh, of course! Look at that false slouch!"" $personFirstName stiffens at hearing that. ""There's not an ounce of remorse in that body."" He sighs, lowering his head. ""But I cannot deny that I am... dissatisfied with the current situation amongst the Knights. It's becoming a strictly arrest-first-ask-questions-later policy."" 

He contemplates a moment, wondering if his light mutiny would be worth it. Finally, he waves away his soldiers, who obediently lower their weapons. 

""Is $heOrShe a victim? I cannot say, Captain. But..."" he bites his lip. ""I cannot deny it's possibility. But from where I'm standing, here? In the grassy meadow? $HeOrShe looks no different from a mere quickstore robber."" It's then you notice $personFirstName has shed $hisOrHer lavish clothing to adopt a more ragged attire.

He waves you off hastily. ""Go. I'll pretend we never saw you.""","MPC_IAIICTTBMDeliverPirateSpecialSoldiers:""What of your men?""",
MPC_IAIICTTBMDeliverPirateSpecialSoldiers,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateSpecialSoldiers",,"He looks back to them, like a father upon children. ""Ah... my flock."" He lets out a quiet giggle. ""Worry not, Captain-"" he places a hand on your shoulder. ""What would a knight be without his squires? They follow me - less the church."" The hand falls off.","MPC_IAIICTTBMDeliverPirateSpecialBoardShuttle:Board the shuttle
MPC_IAIICTTBMDeliverPirateSpecialBoardShuttleGood:Board the shuttle and wish the captain well
",
MPC_IAIICTTBMDeliverPirateSpecialBoardShuttle,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateSpecialBoardShuttle","HideSecondPerson","The door shuts behind you, and your pilot quickly takes off, still sweating over the terrifying encounter you all had only minutes prior.

The atmosphere between you and $personName is as thick as Volturnian deep-seawater. You notice a small crack in $hisOrHer face widening, but by then, it's too late - $hisOrHer hull ruptures and lets loose a torrent of hysterical laughter. 

""HAHAHA! BRILLIANT! BRILLIANT BLOODY JOB, CAPTAIN!"" $HeOrShe claps your shoulder, and you instinctively flinch backwards to avoid narco-laden spittle.

""That victim act was golden, just golden! HaHA! Ohhh-at first I thought you were a sodding maniac but then I realized what you were doing!"" $HeOrShe pokes your chin, and you have to keep a hand at chest-level just to maintain distance. ""You were PLAYING him!""","MPC_IAIICTTBMDeliverPirateSilent:Push $himOrHer off yourself
MPC_IAIICTTBMDeliverPirateTruth:""No no, I meant everything I said.""
MPC_IAIICTTBMDeliverPirateLie:""No no, I meant everything I said. (Lie)""",
MPC_IAIICTTBMDeliverPirateSpecialBoardShuttleGood,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateSpecialBoardShuttleGood","$option = MPC_IAIICTTBMDeliverPirateSpecialBoardShuttle
FireBest DialogOptionSelected",,,
MPC_IAIICTTBMDeliverPirateSilent,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateSilent","AdjustRepActivePerson SUSPICIOUS -1","You shove $himOrHer off yourself, prompting your guards to do the same. You shoot $himOrHer your best stern glare, a strong warning.

$HeOrShe cries out as $heOrShe flies into the hard plasteel of the shuttle wall. ""G-gack! You-ass, I was just-"" $heOrShe huffs. ""Excited...""

$HeOrShe crosses $hisOrHer arms and remains silent for the rest of the trip, assisted by the bulky arms of your bodyguards separating you two.","MPC_IAIICTBMDeliverPirateArrive:Wait for the shuttle to arrive",
MPC_IAIICTTBMDeliverPirateTruth,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateTruth","$player.ethosTruth++
$player.ethosMercy++","$HeOrShe grins. ""Sure, buddy."" $heOrShe mumbles with a giggle. ","MPC_IAIICTBMDeliverPirateArrive:Wait for the shuttle to arrive",
MPC_IAIICTTBMDeliverPirateLie,DialogOptionSelected,"$option == MPC_IAIICTTBMDeliverPirateLie","$player.ethosLiar++","$HeOrShe grins. ""Sure, buddy."" $heOrShe mumbles with a giggle. ","MPC_IAIICTBMDeliverPirateArrive:Wait for the shuttle to arrive",
MPC_IAIICTBMDeliverPirateArrive,DialogOptionSelected,"$option == MPC_IAIICTBMDeliverPirateArrive",,"On good time, your shuttle arrives at the town. You and $personFirstName file out, flanked by your guards. 

""Well, here we are."" $heOrShe says, examining $hisOrHer surroundings. ""Nothing much to write home about, but - hey, I'll make do!"" $HeOrShe turns to you. ""Unfortunately, that uh, officer-"" $heOrShe scratches $hisOrHer scalp. ""Kinda... spoiled what I was going to tell you... but... you can ask anyway."" $HeOrShe officers a cheeky sympathetic smile.

The two of you quickly find yourselves an isolated alley to discuss matters without prying eyes.","MPC_IAIICTBMDeliverPirateWhatDo:Ask $himOrHer about what $heOrShe actually *did* for the blackmailer
MPC_IAIICTBMDeliverPirateWhatBMDo:Ask $himOrHer about what the blackmailer was gathering
MPC_IAIICTBMDeliverPirateCache:Ask $himOrHer about the cache",
MPC_IAIICTBMDeliverPirateWhatDo,DialogOptionSelected,"$option == MPC_IAIICTBMDeliverPirateWhatDo","RemoveOption MPC_IAIICTBMDeliverPirateWhatDo","""Ah, I was a data pilot."" Noting your confused expression, $heOrShe adds, ""I... mean, I flew around carrying cold-storage copies of the data they  gathered."" 

Noticing your glare, $heOrShe quickly waves $hisOrHer hands across $hisOrHer face. ""I was never allowed to *access* the data! I just flew it around! I don't know anything about the contents other than what the officer told you! Look - all I really know is that they were the typical Ko Combine HGAI format drives, that's all!""

You test another glare, but after getting no response, decide to move onto another line of questioning.",,
MPC_IAIICTBMDeliverPirateWhatBMDo,DialogOptionSelected,"$option == MPC_IAIICTBMDeliverPirateWhatBMDo","RemoveOption MPC_IAIICTBMDeliverPirateWhatBMDo","""Honestly? I don't know."" $HeOrShe shrugs. ""They never provided me access to the data, and I was just there to pick it up and move it around.""

$HeOrShe shrugs juviantly. ""Sorry. Told you that officer spoiled things!""",,
MPC_IAIICTBMDeliverPirateCache,DialogOptionSelected,"$option == MPC_IAIICTBMDeliverPirateCache
$global.MPC_acceptedDownPayment != true","AddTextSmall ""Received coordinates for blackmail data cache"" highlight
MPC_IAIICTriTachCMD getCacheCoords","""Ah - right. I completely forgot in the intensity of our *encounter*."" $HeOrShe giggles, fishing something out of $hisOrHer pocket. A moment later, it comes into view - a small datachip. ""This contains the coordinates to my cache. You should find... uh..."" $HeOrShe's expression painns. ""...I forgot.""

$HeOrShe withers under your intense stare of disappointment. ""Hey, it's been a while, alright?! Like, cycles!"" $HeOrShe sighs, and you pocket the chip. With a nod from you, $heOrShe turns and begins walking away. ""See you later, $playerFirstName-"" $heOrShe catches $himOrHerself. ""Haha-actually-hope to never see you again!"" 

$HeOrShe runs off, disappearing into the thin crowds of the marketplace.","MPC_IAIICTBMDeliverPirateReturnToOrbit:Return to your $shipOrFleet, keeping a lock on the coordinates the whole way",
MPC_IAIICTBMDeliverPirateCachePayment,DialogOptionSelected,"$option == MPC_IAIICTBMDeliverPirateCache
$global.MPC_acceptedDownPayment score:50","$moneyMPC = $global.MPC_downPaymentDGS 0","""Ah - right. I completely forgot in the intensity of our *encounter*."" $HeOrShe giggles, but stops a moment later. ""...captain. Are you forgetting something?""","MPC_IAIICTBMDeliverPirateCachePaymentWhat:""What?""
MPC_IAIICTBMDeliverPirateCachePaymentOhYeah:""Oh. Right. *That.*""",
MPC_IAIICTBMDeliverPirateCachePaymentWhat,DialogOptionSelected,"$option == MPC_IAIICTBMDeliverPirateCachePaymentWhat","SetTextHighlights $moneyMPC
FireBest MPC_IAIICTBMDeliverPirateDownPaymentOptions","""Our *down* payment, Captain!"" $heOrShe glares lightly. ""Remember?! I paid you $moneyMPC credits as insurance. But now that I've told you what I know, I need it back.""",,
MPC_IAIICTBMDeliverPirateCachePaymentOhYeah,DialogOptionSelected,"$option == MPC_IAIICTBMDeliverPirateCachePaymentOhYeah","FireBest MPC_IAIICTBMDeliverPirateDownPaymentOptions","$HeOrShe crosses $hisOrHer arms. ""Come on. I don't have all day.""",,
MPC_IAIICTBMDeliverPirateDownPaymentOptions,MPC_IAIICTBMDeliverPirateDownPaymentOptions,,"FireAll MPC_IAIICTBMDeliverPirateDownPaymentModifyOptions",,"MPC_IAIICTBMDeliverPirateCachePaymentPay:Return the down payment of $moneyMPC
MPC_IAIICTBMDeliverPirateCachePaymentRefuse:Refuse",
MPC_IAIICTBMDeliverPirateDownPaymentModifyOptionsNoMoney,MPC_IAIICTBMDeliverPirateDownPaymentModifyOptions,"$player.credits < $global.MPC_downPaymentAmount","SetEnabled MPC_IAIICTBMDeliverPirateCachePaymentPay false
SetTooltip MPC_IAIICTBMDeliverPirateCachePaymentPay ""You spent the down payment...""",,,
MPC_IAIICTBMDeliverPirateCachePaymentPay,DialogOptionSelected,"$option == MPC_IAIICTBMDeliverPirateCachePaymentPay","AddCredits -$global.MPC_downPaymentAmount
AddTextSmall ""Received coordinates for blackmail data cache"" highlight

MPC_IAIICTriTachCMD getCacheCoords","You make the transfer promptly, and $hisOrHer face lights up as $hisOrHer broken-down TriPad registers the transfer. ""See? Business with us 'pirates' pays off!""

$HeOrShe giggles, fishing something out of $hisOrHer pocket. A moment later, it comes into view - a small datachip. ""This contains the coordinates to my cache. You should find... uh..."" $HeOrShe's expression painns. ""...I forgot.""

$HeOrShe withers under your intense stare of disappointment. ""Hey, it's been a while, alright?! Like, cycles!"" $HeOrShe sighs, and you pocket the chip. With a nod from you, $heOrShe turns and begins walking away. ""See you later, $playerFirstName-"" $heOrShe catches $himOrHerself. ""Haha-actually-hope to never see you again!"" 

$HeOrShe runs off, disappearing into the thin crowds of the marketplace.","MPC_IAIICTBMDeliverPirateReturnToOrbit:Return to your $shipOrFleet, keeping a lock on the coordinates the whole way",
MPC_IAIICTBMDeliverPirateCachePaymentRefuse,DialogOptionSelected,"$option == MPC_IAIICTBMDeliverPirateCachePaymentRefuse","MPC_IAIICTriTachCMD didntPay
AdjustRepActivePerson HOSTILE -50","""What?""

""You can't say NO!"" $heOrShe sputters. ""W-what about the cache?! Didn't you want to learn about the-oh FORGET IT!"" 

$HeOrShe spits at you and storms off. ""I hope I NEVER see you again!"" $HeOrShe disappears into the crowds.","MPC_IAIICTBMDeliverPirateReturnToOrbit:Return to your $shipOrFleet",
